County,Region,State,State_ABB,Adult Obesity,Adult Smokers,Children in Poverty,Diabetic,Food Insecure,Physically Inactive
Webster,South,Mississippi,MS,36%,20%,32%,12%,22%,34%
Smith,South,Mississippi,MS,36%,18%,32%,12%,19%,37%
Jones,South,Mississippi,MS,38%,20%,36%,13%,19%,36%
Lauderdale,South,Mississippi,MS,34%,20%,33%,13%,22%,35%
Perry,South,Mississippi,MS,37%,20%,33%,13%,19%,37%
Newton,South,Mississippi,MS,31%,19%,31%,13%,19%,36%
Neshoba,South,Mississippi,MS,37%,22%,29%,13%,19%,35%
Monroe,South,Mississippi,MS,36%,20%,30%,13%,22%,37%
Lincoln,South,Mississippi,MS,39%,20%,29%,13%,20%,34%
Lawrence,South,Mississippi,MS,39%,19%,31%,13%,20%,35%
Lowndes,South,Mississippi,MS,35%,20%,34%,13%,24%,30%
Warren,South,Mississippi,MS,36%,20%,33%,13%,23%,37%
Scott,South,Mississippi,MS,34%,21%,36%,13%,19%,34%
Simpson,South,Mississippi,MS,40%,20%,36%,14%,20%,39%
Tallahatchie,South,Mississippi,MS,40%,21%,48%,14%,24%,35%
Clarke,South,Mississippi,MS,36%,19%,33%,14%,21%,37%
Marshall,South,Mississippi,MS,39%,20%,34%,14%,22%,39%
Covington,South,Mississippi,MS,36%,20%,36%,14%,21%,36%
Calhoun,South,Mississippi,MS,35%,20%,38%,14%,21%,33%
Grenada,South,Mississippi,MS,40%,19%,35%,14%,22%,36%
Wayne,South,Mississippi,MS,38%,21%,35%,14%,23%,37%
Hinds,South,Mississippi,MS,35%,21%,35%,14%,25%,33%
Panola,South,Mississippi,MS,35%,21%,39%,14%,24%,39%
Franklin,South,Mississippi,MS,39%,20%,29%,14%,21%,34%
Copiah,South,Mississippi,MS,38%,21%,38%,14%,23%,37%
Benton,South,Mississippi,MS,38%,21%,38%,14%,22%,35%
Leake,South,Mississippi,MS,39%,22%,43%,14%,22%,36%
Carroll,South,Mississippi,MS,32%,19%,26%,14%,20%,36%
Choctaw,South,Mississippi,MS,34%,20%,35%,14%,22%,35%
Walthall,South,Mississippi,MS,38%,20%,40%,14%,22%,36%
Marion,South,Mississippi,MS,35%,23%,40%,14%,22%,36%
Yazoo,South,Mississippi,MS,40%,23%,39%,14%,27%,36%
Yalobusha,South,Mississippi,MS,38%,20%,34%,15%,21%,36%
Chickasaw,South,Mississippi,MS,37%,22%,35%,15%,23%,35%
Pike,South,Mississippi,MS,38%,21%,41%,15%,24%,33%
Issaquena,South,Mississippi,MS,37%,25%,48%,15%,30%,35%
Attala,South,Mississippi,MS,40%,20%,33%,15%,23%,37%
Clay,South,Mississippi,MS,38%,20%,42%,15%,29%,39%
Winston,South,Mississippi,MS,36%,22%,40%,15%,25%,41%
Montgomery,South,Mississippi,MS,38%,20%,36%,15%,25%,34%
Tunica,South,Mississippi,MS,42%,24%,42%,15%,32%,39%
Sunflower,South,Mississippi,MS,42%,23%,45%,16%,31%,36%
Wilkinson,South,Mississippi,MS,41%,22%,40%,16%,26%,39%
Jasper,South,Mississippi,MS,39%,22%,32%,16%,22%,36%
Amite,South,Mississippi,MS,39%,21%,32%,16%,21%,35%
Adams,South,Mississippi,MS,36%,22%,47%,16%,24%,29%
Bolivar,South,Mississippi,MS,34%,23%,43%,16%,28%,35%
Kemper,South,Mississippi,MS,38%,22%,37%,16%,27%,33%
Coahoma,South,Mississippi,MS,46%,25%,48%,17%,32%,38%
Washington,South,Mississippi,MS,41%,24%,48%,17%,31%,39%
Leflore,South,Mississippi,MS,42%,24%,54%,17%,32%,36%
Jefferson Davis,South,Mississippi,MS,38%,24%,43%,18%,25%,36%
Claiborne,South,Mississippi,MS,43%,26%,50%,18%,30%,37%
Noxubee,South,Mississippi,MS,42%,24%,45%,18%,30%,40%
Sharkey,South,Mississippi,MS,41%,24%,54%,19%,28%,38%
Quitman,South,Mississippi,MS,42%,27%,51%,19%,30%,35%
Holmes,South,Mississippi,MS,47%,27%,58%,19%,33%,38%
Humphreys,South,Mississippi,MS,44%,27%,57%,20%,33%,38%
Jefferson,South,Mississippi,MS,44%,27%,45%,20%,33%,37%
Onslow,South,North Carolina,NC,26%,20%,20%,7%,17%,23%
Wake,South,North Carolina,NC,25%,15%,14%,8%,14%,18%
Orange,South,North Carolina,NC,20%,17%,13%,8%,15%,15%
Watauga,South,North Carolina,NC,26%,21%,19%,8%,20%,22%
Union,South,North Carolina,NC,27%,17%,15%,9%,12%,19%
Cabarrus,South,North Carolina,NC,28%,18%,17%,9%,15%,24%
Camden,South,North Carolina,NC,32%,16%,14%,9%,13%,24%
Mecklenburg,South,North Carolina,NC,24%,16%,21%,9%,18%,21%
New Hanover,South,North Carolina,NC,26%,16%,23%,9%,18%,21%
Currituck,South,North Carolina,NC,28%,18%,17%,9%,13%,25%
Dare,South,North Carolina,NC,28%,17%,19%,10%,15%,27%
Iredell,South,North Carolina,NC,28%,17%,19%,10%,15%,23%
Lincoln,South,North Carolina,NC,29%,19%,21%,10%,15%,28%
Durham,South,North Carolina,NC,28%,17%,22%,10%,18%,21%
Buncombe,South,North Carolina,NC,23%,19%,21%,10%,15%,21%
Harnett,South,North Carolina,NC,33%,20%,27%,10%,17%,28%
Jackson,South,North Carolina,NC,32%,20%,28%,10%,17%,28%
Pitt,South,North Carolina,NC,34%,21%,27%,10%,21%,26%
Madison,South,North Carolina,NC,25%,19%,29%,10%,15%,28%
Davie,South,North Carolina,NC,28%,16%,21%,10%,14%,27%
Craven,South,North Carolina,NC,30%,18%,26%,10%,18%,29%
Catawba,South,North Carolina,NC,31%,19%,23%,10%,16%,30%
Johnston,South,North Carolina,NC,35%,20%,22%,10%,15%,24%
Stanly,South,North Carolina,NC,30%,18%,22%,10%,16%,32%
Davidson,South,North Carolina,NC,30%,18%,23%,10%,16%,31%
Stokes,South,North Carolina,NC,34%,19%,21%,10%,15%,31%
Carteret,South,North Carolina,NC,26%,17%,24%,11%,15%,26%
Alexander,South,North Carolina,NC,33%,19%,23%,11%,15%,26%
Guilford,South,North Carolina,NC,28%,19%,25%,11%,19%,23%
Avery,South,North Carolina,NC,26%,19%,32%,11%,16%,24%
Yadkin,South,North Carolina,NC,32%,20%,27%,11%,14%,26%
Henderson,South,North Carolina,NC,24%,16%,22%,11%,13%,24%
Haywood,South,North Carolina,NC,26%,17%,27%,11%,15%,24%
Randolph,South,North Carolina,NC,30%,20%,26%,11%,15%,31%
Caldwell,South,North Carolina,NC,31%,21%,28%,11%,17%,28%
Gaston,South,North Carolina,NC,34%,21%,23%,11%,18%,30%
Cumberland,South,North Carolina,NC,32%,22%,26%,11%,20%,27%
Burke,South,North Carolina,NC,32%,19%,30%,11%,17%,30%
McDowell,South,North Carolina,NC,30%,20%,27%,11%,17%,31%
Moore,South,North Carolina,NC,28%,17%,24%,11%,15%,24%
Alamance,South,North Carolina,NC,34%,19%,24%,11%,17%,26%
Rowan,South,North Carolina,NC,34%,20%,29%,11%,17%,31%
Mitchell,South,North Carolina,NC,29%,18%,29%,11%,17%,30%
Yancey,South,North Carolina,NC,27%,19%,30%,11%,16%,25%
Pender,South,North Carolina,NC,29%,19%,21%,11%,17%,26%
Hoke,South,North Carolina,NC,35%,23%,28%,11%,19%,30%
Transylvania,South,North Carolina,NC,24%,16%,29%,11%,15%,23%
Lee,South,North Carolina,NC,29%,20%,28%,11%,17%,25%
Polk,South,North Carolina,NC,27%,15%,25%,11%,14%,26%
Pasquotank,South,North Carolina,NC,34%,19%,28%,11%,21%,28%
Forsyth,South,North Carolina,NC,29%,18%,28%,11%,17%,24%
Surry,South,North Carolina,NC,29%,19%,26%,11%,16%,32%
Granville,South,North Carolina,NC,37%,19%,19%,11%,17%,29%
Graham,South,North Carolina,NC,31%,19%,33%,11%,19%,26%
Cleveland,South,North Carolina,NC,32%,20%,31%,11%,19%,30%
Ashe,South,North Carolina,NC,26%,18%,31%,12%,17%,27%
Franklin,South,North Carolina,NC,32%,20%,23%,12%,16%,29%
Chatham,South,North Carolina,NC,27%,16%,21%,12%,12%,23%
Wilkes,South,North Carolina,NC,26%,20%,30%,12%,17%,29%
Brunswick,South,North Carolina,NC,29%,17%,30%,12%,16%,21%
Wayne,South,North Carolina,NC,35%,20%,36%,12%,19%,27%
Rockingham,South,North Carolina,NC,34%,20%,29%,12%,18%,31%
Rutherford,South,North Carolina,NC,28%,22%,32%,12%,19%,29%
Macon,South,North Carolina,NC,25%,18%,33%,12%,16%,28%
Cherokee,South,North Carolina,NC,29%,19%,33%,12%,16%,30%
Person,South,North Carolina,NC,33%,19%,26%,12%,18%,27%
Alleghany,South,North Carolina,NC,26%,19%,34%,12%,15%,33%
Hyde,South,North Carolina,NC,30%,19%,29%,12%,20%,29%
Swain,South,North Carolina,NC,35%,23%,29%,12%,19%,29%
Richmond,South,North Carolina,NC,37%,21%,37%,13%,22%,32%
Clay,South,North Carolina,NC,29%,18%,30%,13%,16%,32%
Montgomery,South,North Carolina,NC,32%,21%,31%,13%,18%,28%
Pamlico,South,North Carolina,NC,32%,17%,32%,13%,16%,27%
Nash,South,North Carolina,NC,31%,19%,26%,13%,21%,31%
Gates,South,North Carolina,NC,34%,19%,24%,13%,18%,31%
Greene,South,North Carolina,NC,34%,22%,38%,13%,19%,29%
Beaufort,South,North Carolina,NC,33%,18%,29%,13%,19%,29%
Wilson,South,North Carolina,NC,38%,22%,39%,13%,22%,31%
Sampson,South,North Carolina,NC,39%,20%,37%,14%,17%,32%
Perquimans,South,North Carolina,NC,33%,19%,29%,14%,19%,26%
Caswell,South,North Carolina,NC,36%,19%,29%,14%,20%,32%
Jones,South,North Carolina,NC,34%,19%,37%,14%,19%,29%
Tyrrell,South,North Carolina,NC,31%,21%,37%,14%,18%,27%
Columbus,South,North Carolina,NC,31%,23%,35%,14%,21%,28%
Duplin,South,North Carolina,NC,29%,22%,38%,14%,18%,32%
Anson,South,North Carolina,NC,35%,24%,36%,14%,23%,30%
Vance,South,North Carolina,NC,37%,22%,39%,15%,24%,33%
Chowan,South,North Carolina,NC,32%,20%,36%,15%,22%,28%
Lenoir,South,North Carolina,NC,36%,21%,36%,15%,22%,33%
Scotland,South,North Carolina,NC,37%,25%,42%,15%,26%,27%
Bladen,South,North Carolina,NC,35%,23%,36%,15%,22%,33%
Martin,South,North Carolina,NC,36%,22%,32%,15%,22%,32%
Hertford,South,North Carolina,NC,35%,22%,35%,16%,24%,33%
Halifax,South,North Carolina,NC,39%,23%,35%,16%,25%,35%
Edgecombe,South,North Carolina,NC,39%,22%,38%,16%,26%,33%
Washington,South,North Carolina,NC,33%,21%,43%,16%,22%,29%
Robeson,South,North Carolina,NC,39%,29%,47%,16%,22%,34%
Warren,South,North Carolina,NC,38%,22%,35%,17%,23%,30%
Bertie,South,North Carolina,NC,36%,23%,39%,17%,24%,33%
Northampton,South,North Carolina,NC,38%,21%,38%,18%,23%,34%
Pickens,South,South Carolina,SC,31%,19%,22%,10%,14%,23%
Lexington,South,South Carolina,SC,32%,19%,20%,10%,12%,26%
Dorchester,South,South Carolina,SC,31%,19%,19%,10%,14%,22%
Greenville,South,South Carolina,SC,29%,17%,22%,10%,14%,23%
Berkeley,South,South Carolina,SC,37%,21%,21%,10%,14%,25%
York,South,South Carolina,SC,29%,18%,19%,11%,15%,22%
Charleston,South,South Carolina,SC,25%,18%,26%,11%,16%,21%
Richland,South,South Carolina,SC,32%,16%,22%,11%,18%,22%
Spartanburg,South,South Carolina,SC,29%,21%,27%,11%,15%,27%
Beaufort,South,South Carolina,SC,23%,15%,25%,12%,12%,16%
Anderson,South,South Carolina,SC,33%,18%,24%,12%,14%,30%
Horry,South,South Carolina,SC,29%,20%,30%,12%,15%,23%
Aiken,South,South Carolina,SC,32%,19%,28%,12%,15%,26%
Oconee,South,South Carolina,SC,29%,20%,24%,12%,14%,24%
Cherokee,South,South Carolina,SC,35%,22%,32%,12%,18%,34%
Lancaster,South,South Carolina,SC,33%,20%,30%,12%,16%,24%
Kershaw,South,South Carolina,SC,31%,20%,25%,12%,14%,29%
Greenwood,South,South Carolina,SC,33%,18%,33%,13%,18%,25%
Newberry,South,South Carolina,SC,33%,19%,30%,13%,15%,26%
Sumter,South,South Carolina,SC,35%,19%,33%,13%,19%,30%
Edgefield,South,South Carolina,SC,32%,20%,27%,13%,16%,27%
Florence,South,South Carolina,SC,37%,21%,28%,13%,19%,27%
Saluda,South,South Carolina,SC,36%,19%,33%,13%,14%,28%
Laurens,South,South Carolina,SC,38%,21%,31%,13%,16%,33%
Union,South,South Carolina,SC,37%,21%,29%,14%,19%,34%
Chesterfield,South,South Carolina,SC,34%,25%,35%,14%,20%,30%
Chester,South,South Carolina,SC,39%,20%,34%,14%,20%,30%
Darlington,South,South Carolina,SC,36%,23%,36%,14%,19%,32%
Abbeville,South,South Carolina,SC,34%,21%,30%,14%,18%,30%
Georgetown,South,South Carolina,SC,34%,18%,32%,15%,17%,27%
Hampton,South,South Carolina,SC,41%,21%,35%,15%,21%,33%
Calhoun,South,South Carolina,SC,36%,20%,29%,15%,17%,30%
Orangeburg,South,South Carolina,SC,41%,20%,43%,15%,23%,28%
Colleton,South,South Carolina,SC,40%,22%,35%,15%,19%,31%
Jasper,South,South Carolina,SC,39%,22%,41%,15%,17%,27%
Barnwell,South,South Carolina,SC,38%,22%,42%,16%,22%,31%
Bamberg,South,South Carolina,SC,41%,21%,41%,16%,24%,34%
Dillon,South,South Carolina,SC,39%,25%,42%,16%,23%,36%
Marlboro,South,South Carolina,SC,37%,25%,47%,16%,24%,33%
McCormick,South,South Carolina,SC,34%,19%,41%,16%,19%,32%
Clarendon,South,South Carolina,SC,40%,21%,39%,16%,21%,28%
Lee,South,South Carolina,SC,44%,24%,36%,17%,22%,31%
Fairfield,South,South Carolina,SC,40%,22%,35%,17%,21%,29%
Marion,South,South Carolina,SC,39%,25%,48%,17%,25%,31%
Williamsburg,South,South Carolina,SC,43%,22%,44%,18%,23%,34%
Allendale,South,South Carolina,SC,40%,25%,49%,19%,28%,34%
Williamson,South,Tennessee,TN,27%,16%,6%,9%,9%,23%
Rutherford,South,Tennessee,TN,34%,22%,16%,9%,14%,27%
Montgomery,South,Tennessee,TN,29%,23%,17%,9%,17%,29%
Knox,South,Tennessee,TN,29%,22%,23%,10%,15%,30%
Cheatham,South,Tennessee,TN,33%,22%,19%,10%,13%,35%
Wilson,South,Tennessee,TN,33%,20%,14%,10%,12%,33%
Sumner,South,Tennessee,TN,28%,20%,17%,10%,13%,29%
Robertson,South,Tennessee,TN,35%,22%,19%,10%,13%,34%
Davidson,South,Tennessee,TN,32%,22%,32%,11%,17%,26%
Putnam,South,Tennessee,TN,34%,23%,26%,11%,17%,32%
Dickson,South,Tennessee,TN,38%,23%,21%,11%,14%,40%
Smith,South,Tennessee,TN,36%,21%,22%,11%,15%,35%
Weakley,South,Tennessee,TN,31%,25%,27%,11%,19%,35%
Bradley,South,Tennessee,TN,34%,23%,24%,11%,16%,37%
Chester,South,Tennessee,TN,32%,22%,25%,11%,17%,29%
Washington,South,Tennessee,TN,32%,23%,22%,11%,16%,33%
Blount,South,Tennessee,TN,34%,21%,22%,11%,14%,35%
Tipton,South,Tennessee,TN,34%,23%,21%,11%,16%,39%
Anderson,South,Tennessee,TN,33%,23%,24%,11%,16%,34%
Hickman,South,Tennessee,TN,32%,24%,29%,11%,15%,38%
Jefferson,South,Tennessee,TN,28%,21%,26%,12%,16%,33%
Sevier,South,Tennessee,TN,31%,22%,27%,12%,15%,40%
Maury,South,Tennessee,TN,37%,22%,22%,12%,16%,33%
Marshall,South,Tennessee,TN,33%,24%,22%,12%,16%,37%
Morgan,South,Tennessee,TN,31%,25%,29%,12%,17%,38%
Coffee,South,Tennessee,TN,38%,22%,26%,12%,16%,39%
Macon,South,Tennessee,TN,35%,24%,29%,12%,16%,35%
Moore,South,Tennessee,TN,34%,20%,21%,12%,13%,35%
Hamilton,South,Tennessee,TN,30%,20%,22%,12%,17%,30%
Humphreys,South,Tennessee,TN,35%,21%,26%,12%,15%,35%
Trousdale,South,Tennessee,TN,33%,22%,26%,12%,16%,38%
Rhea,South,Tennessee,TN,35%,23%,31%,12%,18%,40%
Franklin,South,Tennessee,TN,31%,21%,24%,12%,14%,34%
Cannon,South,Tennessee,TN,32%,24%,23%,12%,14%,36%
Bedford,South,Tennessee,TN,34%,25%,28%,12%,15%,40%
McMinn,South,Tennessee,TN,36%,22%,25%,12%,16%,39%
DeKalb,South,Tennessee,TN,33%,23%,29%,12%,15%,40%
Lawrence,South,Tennessee,TN,33%,24%,29%,12%,17%,37%
Marion,South,Tennessee,TN,31%,23%,31%,12%,16%,37%
Stewart,South,Tennessee,TN,31%,22%,27%,12%,16%,39%
Hawkins,South,Tennessee,TN,35%,23%,28%,12%,15%,37%
Henderson,South,Tennessee,TN,37%,23%,27%,12%,18%,38%
Claiborne,South,Tennessee,TN,34%,24%,34%,12%,18%,35%
Union,South,Tennessee,TN,32%,25%,33%,12%,16%,38%
Hamblen,South,Tennessee,TN,30%,23%,34%,12%,15%,32%
Sequatchie,South,Tennessee,TN,30%,23%,30%,12%,15%,36%
Dyer,South,Tennessee,TN,35%,24%,28%,12%,19%,38%
Greene,South,Tennessee,TN,33%,24%,25%,12%,17%,38%
Wayne,South,Tennessee,TN,33%,25%,31%,12%,17%,37%
Scott,South,Tennessee,TN,31%,27%,32%,12%,22%,42%
Lincoln,South,Tennessee,TN,29%,23%,22%,13%,14%,37%
Overton,South,Tennessee,TN,32%,24%,27%,13%,16%,40%
Sullivan,South,Tennessee,TN,31%,25%,28%,13%,15%,36%
Campbell,South,Tennessee,TN,32%,26%,34%,13%,18%,34%
Loudon,South,Tennessee,TN,28%,20%,22%,13%,13%,30%
White,South,Tennessee,TN,30%,24%,30%,13%,17%,37%
Carter,South,Tennessee,TN,30%,24%,33%,13%,17%,34%
Madison,South,Tennessee,TN,36%,22%,29%,13%,19%,31%
Polk,South,Tennessee,TN,33%,23%,28%,13%,15%,36%
Lewis,South,Tennessee,TN,32%,24%,32%,13%,17%,36%
Grainger,South,Tennessee,TN,32%,25%,31%,13%,16%,39%
Bledsoe,South,Tennessee,TN,32%,25%,35%,13%,17%,39%
Johnson,South,Tennessee,TN,30%,24%,35%,13%,18%,36%
Warren,South,Tennessee,TN,32%,24%,28%,13%,16%,32%
Carroll,South,Tennessee,TN,30%,23%,28%,13%,18%,38%
Obion,South,Tennessee,TN,32%,23%,32%,13%,18%,39%
Houston,South,Tennessee,TN,35%,23%,27%,13%,18%,36%
Shelby,South,Tennessee,TN,34%,21%,35%,13%,22%,30%
Giles,South,Tennessee,TN,34%,23%,25%,13%,17%,32%
Roane,South,Tennessee,TN,34%,21%,26%,13%,15%,41%
Pickett,South,Tennessee,TN,34%,22%,30%,13%,17%,38%
Unicoi,South,Tennessee,TN,32%,23%,29%,13%,16%,35%
Lake,South,Tennessee,TN,37%,29%,44%,13%,23%,33%
Decatur,South,Tennessee,TN,38%,23%,28%,13%,17%,39%
Crockett,South,Tennessee,TN,35%,24%,26%,13%,17%,36%
Perry,South,Tennessee,TN,33%,24%,33%,13%,18%,36%
Henry,South,Tennessee,TN,36%,23%,31%,13%,18%,39%
Van Buren,South,Tennessee,TN,32%,23%,32%,13%,17%,37%
Monroe,South,Tennessee,TN,36%,24%,30%,13%,17%,36%
Gibson,South,Tennessee,TN,31%,25%,27%,13%,19%,34%
Meigs,South,Tennessee,TN,31%,25%,29%,13%,17%,34%
McNairy,South,Tennessee,TN,36%,25%,29%,13%,18%,38%
Jackson,South,Tennessee,TN,32%,24%,35%,14%,16%,39%
Benton,South,Tennessee,TN,34%,24%,33%,14%,17%,40%
Fayette,South,Tennessee,TN,33%,20%,21%,14%,16%,34%
Hardin,South,Tennessee,TN,34%,24%,30%,14%,17%,35%
Cocke,South,Tennessee,TN,34%,27%,40%,14%,19%,40%
Cumberland,South,Tennessee,TN,30%,22%,29%,14%,15%,32%
Fentress,South,Tennessee,TN,36%,26%,38%,14%,17%,37%
Grundy,South,Tennessee,TN,30%,26%,37%,14%,18%,41%
Hancock,South,Tennessee,TN,31%,28%,43%,14%,20%,39%
Clay,South,Tennessee,TN,33%,24%,35%,14%,17%,35%
Lauderdale,South,Tennessee,TN,38%,29%,32%,15%,24%,37%
Hardeman,South,Tennessee,TN,39%,28%,33%,15%,22%,38%
Haywood,South,Tennessee,TN,41%,26%,35%,17%,23%,38%
Denton,South,Texas,TX,24%,14%,10%,8%,17%,21%
Collin,South,Texas,TX,25%,12%,9%,8%,17%,20%
Williamson,South,Texas,TX,29%,12%,10%,8%,15%,18%
Travis,South,Texas,TX,20%,12%,23%,8%,18%,16%
Brazos,South,Texas,TX,26%,16%,25%,8%,23%,22%
Coryell,South,Texas,TX,32%,17%,22%,8%,22%,23%
Rockwall,South,Texas,TX,28%,13%,9%,9%,14%,29%
Randall,South,Texas,TX,27%,14%,13%,9%,16%,28%
Roberts,South,Texas,TX,29%,12%,10%,9%,14%,28%
Montgomery,South,Texas,TX,28%,14%,16%,9%,16%,23%
Chambers,South,Texas,TX,31%,15%,12%,9%,16%,27%
Midland,South,Texas,TX,31%,15%,14%,9%,13%,26%
Hays,South,Texas,TX,24%,14%,17%,9%,16%,19%
Parker,South,Texas,TX,31%,14%,15%,9%,17%,32%
Johnson,South,Texas,TX,33%,15%,19%,9%,17%,26%
Erath,South,Texas,TX,31%,17%,24%,9%,20%,24%
Hartley,South,Texas,TX,30%,14%,11%,9%,16%,28%
Bell,South,Texas,TX,30%,18%,21%,10%,21%,24%
Glasscock,South,Texas,TX,29%,12%,12%,10%,14%,25%
Carson,South,Texas,TX,29%,13%,12%,10%,15%,31%
Lipscomb,South,Texas,TX,30%,14%,13%,10%,14%,28%
Wise,South,Texas,TX,32%,14%,15%,10%,16%,24%
Kaufman,South,Texas,TX,31%,15%,19%,10%,18%,29%
Hardin,South,Texas,TX,34%,15%,17%,10%,20%,33%
Lubbock,South,Texas,TX,28%,17%,21%,10%,18%,24%
Brazoria,South,Texas,TX,32%,14%,13%,10%,16%,25%
Andrews,South,Texas,TX,29%,14%,14%,10%,10%,26%
Borden,South,Texas,TX,30%,12%,14%,10%,15%,29%
Fort Bend,South,Texas,TX,24%,12%,12%,10%,15%,21%
Archer,South,Texas,TX,30%,14%,14%,10%,17%,29%
Garza,South,Texas,TX,31%,15%,29%,10%,12%,27%
Armstrong,South,Texas,TX,31%,12%,16%,10%,16%,29%
Hemphill,South,Texas,TX,31%,15%,13%,10%,13%,30%
Orange,South,Texas,TX,31%,16%,22%,10%,22%,29%
Taylor,South,Texas,TX,31%,16%,22%,10%,19%,24%
Childress,South,Texas,TX,30%,16%,28%,10%,18%,30%
Galveston,South,Texas,TX,25%,15%,20%,10%,18%,27%
Ochiltree,South,Texas,TX,31%,15%,15%,10%,12%,29%
Gaines,South,Texas,TX,32%,16%,19%,10%,14%,26%
Ellis,South,Texas,TX,29%,14%,17%,10%,16%,25%
Tarrant,South,Texas,TX,28%,15%,22%,10%,19%,26%
Walker,South,Texas,TX,31%,19%,28%,10%,24%,28%
Kendall,South,Texas,TX,27%,13%,12%,10%,15%,22%
Somervell,South,Texas,TX,30%,14%,20%,10%,16%,30%
Mitchell,South,Texas,TX,29%,15%,25%,10%,15%,27%
Ector,South,Texas,TX,31%,16%,19%,10%,13%,31%
Jack,South,Texas,TX,29%,17%,19%,10%,17%,25%
Comal,South,Texas,TX,29%,13%,14%,10%,15%,23%
Guadalupe,South,Texas,TX,32%,14%,15%,10%,13%,24%
Oldham,South,Texas,TX,32%,16%,33%,10%,18%,27%
Crane,South,Texas,TX,29%,13%,12%,11%,11%,26%
Scurry,South,Texas,TX,29%,15%,18%,11%,14%,33%
King,South,Texas,TX,29%,14%,17%,11%,18%,30%
Harris,South,Texas,TX,27%,14%,25%,11%,18%,21%
Cooke,South,Texas,TX,30%,15%,23%,11%,18%,26%
Gray,South,Texas,TX,28%,16%,18%,11%,16%,30%
Grayson,South,Texas,TX,29%,16%,22%,11%,20%,28%
Dallam,South,Texas,TX,32%,17%,19%,11%,15%,26%
Nacogdoches,South,Texas,TX,33%,18%,29%,11%,23%,26%
Wheeler,South,Texas,TX,30%,14%,17%,11%,15%,30%
Clay,South,Texas,TX,31%,14%,18%,11%,17%,32%
Hutchinson,South,Texas,TX,33%,17%,18%,11%,17%,30%
Wichita,South,Texas,TX,29%,19%,29%,11%,20%,29%
Irion,South,Texas,TX,29%,13%,14%,11%,14%,29%
Upshur,South,Texas,TX,32%,15%,24%,11%,19%,29%
Jones,South,Texas,TX,30%,17%,27%,11%,18%,29%
Liberty,South,Texas,TX,29%,17%,23%,11%,20%,28%
Winkler,South,Texas,TX,31%,14%,17%,11%,10%,27%
Montague,South,Texas,TX,28%,15%,22%,11%,18%,25%
Shackelford,South,Texas,TX,34%,15%,19%,11%,17%,30%
Panola,South,Texas,TX,32%,16%,22%,11%,19%,30%
Hockley,South,Texas,TX,30%,16%,21%,11%,14%,26%
Tom Green,South,Texas,TX,26%,16%,21%,11%,16%,30%
Austin,South,Texas,TX,28%,13%,18%,11%,16%,27%
Martin,South,Texas,TX,30%,16%,17%,11%,13%,30%
Howard,South,Texas,TX,31%,16%,23%,11%,16%,27%
McLennan,South,Texas,TX,30%,17%,28%,11%,21%,28%
Smith,South,Texas,TX,28%,17%,26%,11%,20%,28%
Wilson,South,Texas,TX,28%,13%,15%,11%,12%,28%
Donley,South,Texas,TX,31%,14%,31%,11%,19%,27%
Callahan,South,Texas,TX,29%,15%,23%,11%,18%,28%
Dallas,South,Texas,TX,28%,15%,29%,11%,20%,25%
Tyler,South,Texas,TX,33%,16%,26%,11%,22%,31%
Hunt,South,Texas,TX,30%,17%,30%,11%,20%,28%
Waller,South,Texas,TX,31%,20%,23%,11%,20%,27%
Concho,South,Texas,TX,31%,14%,27%,11%,12%,28%
Van Zandt,South,Texas,TX,31%,15%,23%,11%,19%,35%
Rusk,South,Texas,TX,35%,16%,23%,11%,20%,27%
Fannin,South,Texas,TX,32%,17%,23%,11%,21%,31%
Gregg,South,Texas,TX,35%,17%,27%,11%,21%,29%
Hood,South,Texas,TX,26%,13%,20%,11%,17%,26%
Yoakum,South,Texas,TX,29%,14%,15%,11%,9%,28%
Lampasas,South,Texas,TX,28%,15%,24%,11%,18%,28%
Sherman,South,Texas,TX,30%,16%,17%,11%,13%,28%
Madison,South,Texas,TX,31%,19%,28%,11%,21%,29%
Hamilton,South,Texas,TX,33%,13%,26%,11%,18%,30%
Jackson,South,Texas,TX,33%,14%,20%,11%,15%,28%
Bastrop,South,Texas,TX,33%,16%,22%,11%,16%,29%
Harrison,South,Texas,TX,33%,17%,23%,11%,21%,30%
Washington,South,Texas,TX,30%,15%,22%,12%,20%,27%
Lee,South,Texas,TX,31%,15%,19%,12%,16%,31%
Young,South,Texas,TX,27%,15%,24%,12%,18%,29%
Burnet,South,Texas,TX,31%,15%,24%,12%,17%,27%
Moore,South,Texas,TX,31%,16%,20%,12%,12%,28%
Potter,South,Texas,TX,30%,18%,30%,12%,19%,32%
Blanco,South,Texas,TX,30%,13%,20%,12%,15%,24%
Rains,South,Texas,TX,30%,14%,26%,12%,18%,29%
Franklin,South,Texas,TX,29%,15%,26%,12%,18%,31%
Stephens,South,Texas,TX,30%,17%,32%,12%,17%,27%
Lamar,South,Texas,TX,34%,17%,29%,12%,23%,33%
Bowie,South,Texas,TX,33%,18%,31%,12%,23%,30%
Lavaca,South,Texas,TX,32%,14%,20%,12%,16%,31%
Hansford,South,Texas,TX,29%,15%,18%,12%,13%,28%
Brown,South,Texas,TX,28%,17%,27%,12%,18%,31%
Hopkins,South,Texas,TX,29%,17%,33%,12%,19%,30%
Throckmorton,South,Texas,TX,29%,14%,21%,12%,18%,29%
